track_name,album_name,album_type,duration,release_year,artists,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,producers,writers,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_genres,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,digital_song_sales_debut_date,digital_song_sales_peak_pos,digital_song_sales_peak_date,digital_song_sales_weaks_on_chart,billboard_global_200_debut_date,billboard_global_200_peak_pos,billboard_global_200_peak_date,billboard_global_200_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_streaming_songs_debut_date,rock_streaming_songs_peak_pos,rock_streaming_songs_peak_date,rock_streaming_songs_weaks_on_chart,hot_alternative_songs_debut_date,hot_alternative_songs_peak_pos,hot_alternative_songs_peak_date,hot_alternative_songs_weaks_on_chart,alternative_streaming_songs_debut_date,alternative_streaming_songs_peak_pos,alternative_streaming_songs_peak_date,alternative_streaming_songs_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,lyricfind_global_debut_date,lyricfind_global_peak_pos,lyricfind_global_peak_date,lyricfind_global_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart
Got Me Wrong,Unplugged,live album,300,1996,Alice In Chains,0.116,0.535,0.69,0.000113,8,0.73,-8.956,1,0.045,81.871,4,0.293,"Toby Wright, Alice in Chains",Jerry Cantrell,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,1:11:26,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",10-Apr-96,"Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,12.10.94,22,01.14.95,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,Unplugged,live album,337,1996,Alice In Chains,0.259,0.651,0.701,2.28E-05,1,0.72,-8.198,1,0.0389,112.537,4,0.426,"Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,1:11:26,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",10-Apr-96,"Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Would?,Unplugged,live album,223,1996,Alice In Chains,0.0467,0.613,0.7,2.09E-06,10,0.702,-7.779,0,0.0283,100.743,4,0.467,"Toby Wright, Alice in Chains",Jerry Cantrell,Jerry Cantrell,Pop/Rock,"Alternative Metal, Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,1:11:26,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",10-Apr-96,"Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogs,Unplugged,live album,450,1996,Alice In Chains,0.325,0.574,0.398,0.0283,11,0.648,-12.857,1,0.0271,92.041,4,0.084,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic","Politics/Society, Reminiscing",1:11:26,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",10-Apr-96,"Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Now,Unplugged,live album,432,1996,Alice In Chains,0.167,0.608,0.502,0.00626,5,0.244,-10.45,0,0.0404,111.41,4,0.278,"Toby Wright, Alice in Chains","Jerry Cantrell, Sean Kinney","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:11:26,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",10-Apr-96,"Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Killer Is Me,Unplugged,live album,323,1996,Alice In Chains,0.277,0.468,0.682,0.195,1,0.829,-10.156,1,0.0418,121.983,4,0.327,Alex Coletti,Jerry Cantrell,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Intense, Menacing, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Cold, Gloomy, Somber, Druggy",,1:11:26,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",10-Apr-96,"Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grind,Alice In Chains,studio album,284,1995,Alice In Chains,0.000146,0.393,0.883,0.000342,11,0.504,-5.884,1,0.0367,88.417,4,0.364,"Toby Wright, Alice in Chains",Jerry Cantrell,Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brush Away,Alice In Chains,studio album,202,1995,Alice In Chains,0.102,0.505,0.875,0.00057,10,0.235,-5.624,0,0.0318,105.481,4,0.231,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sludge Factory,Alice In Chains,studio album,432,1995,Alice In Chains,0.00104,0.3,0.717,0.0142,3,0.165,-6.594,0,0.0307,164.402,4,0.418,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Sean Kinney","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Autumnal, Bitter, Druggy, Melancholy, Somber, Wistful, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Eerie, Theatrical, Nihilistic, Reflective",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,Alice In Chains,studio album,327,1995,Alice In Chains,0.00451,0.551,0.724,0.000167,10,0.116,-7.09,0,0.032,111.243,4,0.559,"Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,01.27.96,52,03.09.96,11,,,,,,,,,,,,,01.13.96,6,02.24.96,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head Creeps,Alice In Chains,studio album,388,1995,Alice In Chains,0.000772,0.317,0.976,0.154,8,0.13,-6.37,1,0.0546,101.505,4,0.243,"Toby Wright, Alice in Chains",Layne Staley,Layne Staley,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Again,Alice In Chains,studio album,245,1995,Alice In Chains,0.000707,0.55,0.868,0.0245,7,0.121,-6.243,1,0.046,123.15,4,0.405,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shame In You,Alice In Chains,studio album,335,1995,Alice In Chains,0.000838,0.317,0.597,0.0223,8,0.119,-7.959,1,0.0268,140.824,4,0.18,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Jerry Cantrell, Michael Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Brooding, Cathartic, Gloomy, Somber, Intense, Visceral, Confrontational, Melancholy, Searching, Theatrical, Yearning",In Love,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Am,Alice In Chains,studio album,248,1995,Alice In Chains,0.00819,0.464,0.923,0.0087,8,0.299,-6.535,0,0.208,157.635,4,0.445,,,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Close,Alice In Chains,studio album,165,1995,Alice In Chains,0.000183,0.455,0.973,0.083,4,0.109,-5.278,1,0.0565,142.497,4,0.371,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Sean Kinney","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",Feeling Blue,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothin' Song,Alice In Chains,studio album,340,1995,Alice In Chains,0.00181,0.303,0.805,0.000222,8,0.375,-7.422,1,0.0444,122.365,4,0.283,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Sean Kinney","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",Reminiscing,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogs,Alice In Chains,studio album,498,1995,Alice In Chains,0.028,0.388,0.474,0.468,11,0.116,-9.574,1,0.0283,95.183,4,0.0871,"Toby Wright, Alice in Chains","Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic","Politics/Society, Reminiscing",1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Now,Alice In Chains,studio album,423,1995,Alice In Chains,0.174,0.481,0.566,0.0743,5,0.355,-10.054,0,0.0342,106.634,4,0.302,"Toby Wright, Alice in Chains","Jerry Cantrell, Sean Kinney","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,1:04:48,,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Hard Rock, Heavy Metal",,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotten Apple,Jar Of Flies,extended play,418,1994,Alice In Chains,0.215,0.31,0.637,0.116,3,0.0619,-8.595,0,0.037,147.4,4,0.426,Alice in Chains,"Layne Staley, Jerry Cantrell, Mike Inez","Jerry Cantrell, Mike Inez, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",,30:37:00,,"Alternative Metal, Grunge, Hard Rock","September 7, 1993 - September 14, 1993","London Bridge Studio, Seattle, WA","Autumnal, Bitter, Melancholy, Visceral, Bleak, Brooding, Gloomy, Ominous, Somber, Wistful, Bittersweet, Eerie, Intimate, Reflective","Autumn, Breakup, Introspection",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutshell,Jar Of Flies,extended play,259,1994,Alice In Chains,0.373,0.384,0.561,0.253,3,0.0775,-10.059,0,0.0296,136.136,3,0.159,Alice in Chains,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,30:37:00,,"Alternative Metal, Grunge, Hard Rock","September 7, 1993 - September 14, 1993","London Bridge Studio, Seattle, WA","Autumnal, Bitter, Melancholy, Visceral, Bleak, Brooding, Gloomy, Ominous, Somber, Wistful, Bittersweet, Eerie, Intimate, Reflective","Autumn, Breakup, Introspection",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23.21,15,10.23.21,1,,,,,,,,,,,,,,,,
I Stay Away,Jar Of Flies,extended play,254,1994,Alice In Chains,0.0452,0.174,0.781,0.00346,6,0.0822,-7.066,1,0.0406,81.37,4,0.276,Alice in Chains,"Layne Staley, Jerry Cantrell, Mike Inez","Jerry Cantrell, Mike Inez, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Eerie, Reflective",,30:37:00,,"Alternative Metal, Grunge, Hard Rock","September 7, 1993 - September 14, 1993","London Bridge Studio, Seattle, WA","Autumnal, Bitter, Melancholy, Visceral, Bleak, Brooding, Gloomy, Ominous, Somber, Wistful, Bittersweet, Eerie, Intimate, Reflective","Autumn, Breakup, Introspection",4,,,,,,,,,,,,,,,,,05.14.94,10,07.02.94,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Excuses,Jar Of Flies,extended play,255,1994,Alice In Chains,0.0206,0.527,0.838,0.00062,3,0.07,-6.013,1,0.0323,117.454,4,0.721,Alice in Chains,Jerry Cantrell,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,30:37:00,,"Alternative Metal, Grunge, Hard Rock","September 7, 1993 - September 14, 1993","London Bridge Studio, Seattle, WA","Autumnal, Bitter, Melancholy, Visceral, Bleak, Brooding, Gloomy, Ominous, Somber, Wistful, Bittersweet, Eerie, Intimate, Reflective","Autumn, Breakup, Introspection",4,,,,,02.19.94,48,04.23.94,15,,,,,,,,,02.12.94,1,03.26.94,26,02.12.94,3,03.19.94,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whale & Wasp,Jar Of Flies,extended play,157,1994,Alice In Chains,0.926,0.312,0.248,0.866,6,0.188,-10.576,1,0.0311,102.364,4,0.224,Alice in Chains,Jerry Cantrell,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",,30:37:00,,"Alternative Metal, Grunge, Hard Rock","September 7, 1993 - September 14, 1993","London Bridge Studio, Seattle, WA","Autumnal, Bitter, Melancholy, Visceral, Bleak, Brooding, Gloomy, Ominous, Somber, Wistful, Bittersweet, Eerie, Intimate, Reflective","Autumn, Breakup, Introspection",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
