track,artists,album,album_type,duration,release_year,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Smile,Pearl Jam,No Code,studio album,231,1996,0.00462,0.442,0.835,0.0855,7,0.169,-7.041,1,0.0295,156.396,4,0.683
Off He Goes,Pearl Jam,No Code,studio album,358,1996,0.574,0.684,0.344,0.00235,0,0.113,-14.825,1,0.029,101.39,4,0.343
Habit,Pearl Jam,No Code,studio album,215,1996,6.59e-05,0.26,0.969,0.000323,9,0.151,-4.297,0,0.0931,151.53,4,0.147
Red Mosquito,Pearl Jam,No Code,studio album,242,1996,0.25,0.17,0.738,0.000906,5,0.15,-6.678,1,0.0517,173.28,3,0.352
Lukin,Pearl Jam,No Code,studio album,62,1996,0.00981,0.419,0.957,0.000223,4,0.297,-5.479,0,0.0397,153.412,4,0.789
Present Tense,Pearl Jam,No Code,studio album,345,1996,0.403,0.403,0.272,0.17,2,0.0806,-13.492,1,0.0325,130.872,4,0.105
Mankind,Pearl Jam,No Code,studio album,208,1996,0.0102,0.346,0.889,0.00127,11,0.174,-5.835,1,0.0681,142.296,4,0.309
I'm Open,Pearl Jam,No Code,studio album,173,1996,0.896,0.198,0.359,0.83,8,0.11,-12.256,1,0.0359,179.61,4,0.0979
Around the Bend,Pearl Jam,No Code,studio album,276,1996,0.638,0.479,0.378,0.31,2,0.11,-14.173,1,0.0421,200.538,4,0.52
Last Exit,Pearl Jam,Vitalogy,studio album,175,1994,0.0599,0.513,0.951,0.000221,0,0.0474,-6.838,1,0.047,139.153,5,0.672
Spin the Black Circle,Pearl Jam,Vitalogy,studio album,167,1994,0.00063,0.236,0.99,0.0586,2,0.407,-4.719,0,0.095,217.913,4,0.141
Not for You,Pearl Jam,Vitalogy,studio album,352,1994,0.0294,0.588,0.676,0.0235,9,0.0725,-6.553,1,0.0324,119.902,4,0.13
Tremor Christ,Pearl Jam,Vitalogy,studio album,250,1994,0.0229,0.546,0.727,0.00616,1,0.102,-7.361,1,0.025,77.746,4,0.598
Nothingman,Pearl Jam,Vitalogy,studio album,274,1994,0.499,0.274,0.387,0.000345,5,0.108,-10.206,1,0.0304,96.018,4,0.15
Whipping,Pearl Jam,Vitalogy,studio album,154,1994,0.00323,0.368,0.986,6.61e-06,7,0.0787,-5.016,1,0.0533,165.902,4,0.452
"Pry, To",Pearl Jam,Vitalogy,studio album,61,1994,0.0435,0.35,0.439,7.81e-06,2,0.028,-15.798,1,0.0361,101.265,4,0.315
Corduroy,Pearl Jam,Vitalogy,studio album,277,1994,0.00241,0.487,0.93,2.82e-05,0,0.0841,-7.3,1,0.0632,131.304,4,0.134
Bugs,Pearl Jam,Vitalogy,studio album,164,1994,0.737,0.709,0.357,2.75e-06,10,0.0745,-10.28,1,0.0322,65.062,4,0.644
Satan's Bed,Pearl Jam,Vitalogy,studio album,204,1994,0.00047,0.578,0.954,7.08e-05,11,0.329,-6.959,0,0.0755,139.598,5,0.661
Better Man,Pearl Jam,Vitalogy,studio album,268,1994,0.165,0.445,0.671,1.56e-05,2,0.0791,-7.937,1,0.0387,125.712,4,0.267
Aye Davanita,Pearl Jam,Vitalogy,studio album,174,1994,0.166,0.646,0.774,0.732,11,0.0781,-10.709,0,0.035,130.609,4,0.284
Immortality,Pearl Jam,Vitalogy,studio album,318,1994,0.0798,0.633,0.543,0.00671,2,0.0964,-9.142,1,0.0296,129.089,4,0.118
Stupidmop,Pearl Jam,Vitalogy,studio album,443,1994,0.187,0.341,0.794,0.00838,4,0.104,-12.882,0,0.0786,97.217,4,0.291
Go,Pearl Jam,Vs.,studio album,193,1993,4.34e-06,0.469,0.863,0.353,5,0.33,-7.037,0,0.0494,140.264,4,0.375
Animal,Pearl Jam,Vs.,studio album,167,1993,7.74e-05,0.494,0.955,2.77e-06,7,0.051,-4.984,1,0.0626,106.087,4,0.487
Daughter,Pearl Jam,Vs.,studio album,234,1993,0.00746,0.615,0.702,0.00431,7,0.0608,-9.686,1,0.0278,96.987,4,0.734
Glorified G,Pearl Jam,Vs.,studio album,204,1993,0.000278,0.546,0.86,0.255,7,0.0961,-5.618,1,0.0455,115.319,4,0.726
Dissident,Pearl Jam,Vs.,studio album,214,1993,0.0031,0.267,0.864,0.0,0,0.116,-5.127,1,0.0481,146.698,4,0.531
W.M.A.,Pearl Jam,Vs.,studio album,357,1993,0.0213,0.591,0.77,0.14,7,0.069,-9.335,1,0.0446,107.729,4,0.663
Blood,Pearl Jam,Vs.,studio album,169,1993,2.04e-05,0.506,0.884,0.388,5,0.195,-6.377,1,0.0512,111.296,3,0.542
Rearviewmirror,Pearl Jam,Vs.,studio album,283,1993,0.00146,0.374,0.961,0.00036,11,0.351,-5.387,0,0.0656,158.862,4,0.437
Rats,Pearl Jam,Vs.,studio album,255,1993,0.0017,0.337,0.901,2.32e-05,7,0.0891,-7.049,1,0.0473,188.09,4,0.567
Elderly Woman Behind the Counter in a Small Town,Pearl Jam,Vs.,studio album,196,1993,0.0519,0.281,0.493,9.15e-06,7,0.101,-9.461,1,0.0284,60.772,4,0.167
Leash,Pearl Jam,Vs.,studio album,188,1993,7.35e-05,0.426,0.921,0.00854,0,0.221,-5.555,1,0.0581,103.452,4,0.374
Indifference,Pearl Jam,Vs.,studio album,302,1993,0.929,0.305,0.28,0.00185,2,0.117,-12.697,1,0.0296,102.758,4,0.245
Hold On,Pearl Jam,Vs.,studio album,279,1993,0.422,0.535,0.546,0.00487,7,0.339,-9.211,1,0.0286,148.261,4,0.28
Cready Stomp,Pearl Jam,Vs.,studio album,201,1993,2.2e-06,0.168,0.936,0.769,0,0.375,-5.984,1,0.063,184.389,4,0.51
Crazy Mary,Pearl Jam,Vs.,studio album,339,1993,0.0389,0.385,0.465,0.0159,11,0.128,-10.319,0,0.034,139.156,4,0.104
Once,Pearl Jam,Ten,studio album,231,1991,0.00535,0.413,0.885,1.97e-06,2,0.166,-7.695,0,0.0777,113.807,4,0.211
Even Flow,Pearl Jam,Ten,studio album,292,1991,0.00178,0.394,0.944,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,4,0.265
Alive,Pearl Jam,Ten,studio album,340,1991,0.00752,0.284,0.875,0.000461,11,0.402,-6.069,0,0.0422,75.009,4,0.595
Why Go,Pearl Jam,Ten,studio album,200,1991,0.00999,0.322,0.968,4.12e-05,9,0.445,-5.59,1,0.106,115.565,4,0.316
Black,Pearl Jam,Ten,studio album,342,1991,0.323,0.36,0.684,0.0,4,0.34,-6.457,0,0.0308,77.15,4,0.2
Jeremy,Pearl Jam,Ten,studio album,318,1991,0.0404,0.285,0.846,0.0,2,0.182,-6.472,1,0.0438,108.808,4,0.287
Oceans,Pearl Jam,Ten,studio album,161,1991,0.512,0.362,0.377,0.101,7,0.175,-10.142,1,0.034,112.393,5,0.147
Porch,Pearl Jam,Ten,studio album,210,1991,0.00372,0.326,0.935,7.55e-06,9,0.302,-5.69,1,0.0698,135.762,4,0.17
Garden,Pearl Jam,Ten,studio album,298,1991,0.0478,0.191,0.707,6.1e-05,7,0.295,-6.846,1,0.0345,82.7,4,0.179
Deep,Pearl Jam,Ten,studio album,258,1991,0.000179,0.284,0.882,0.000491,4,0.0979,-6.42,0,0.0616,82.226,3,0.25
Release,Pearl Jam,Ten,studio album,546,1991,0.446,0.241,0.34,0.0641,7,0.0994,-11.919,1,0.0446,80.979,4,0.064
Last Kiss,Pearl Jam,Last Kiss,extended play,195,1999,0.363,0.622,0.692,0.000158,7,0.193,-6.97,1,0.0276,112.053,4,0.774
Soldier of Love,Pearl Jam,Last Kiss,extended play,174,1999,0.143,0.55,0.777,7.46e-06,4,0.981,-7.299,1,0.0382,116.14,4,0.751
I Got Id,Pearl Jam,Merkin Ball,extended play,291,1995,0.063,0.133,0.793,0.411,7,0.123,-7.537,1,0.0683,187.827,4,0.134
Long Road,Pearl Jam,Merkin Ball,extended play,359,1995,0.201,0.544,0.441,0.65,2,0.0995,-11.321,1,0.028,101.732,4,0.0764
Flower,Soundgarden,Ultramega OK,studio album,206,2017,0.00241,0.47,0.789,0.0265,7,0.258,-5.468,1,0.0562,100.787,4,0.336
All Your Lies,Soundgarden,Ultramega OK,studio album,229,2017,1.56e-05,0.362,0.921,0.132,4,0.319,-4.617,0,0.0724,91.717,4,0.319
665,Soundgarden,Ultramega OK,studio album,98,2017,0.0431,0.497,0.754,0.609,7,0.148,-11.452,1,0.0536,111.775,4,0.394
Beyond the Wheel,Soundgarden,Ultramega OK,studio album,262,2017,0.00982,0.327,0.732,0.159,2,0.217,-7.009,1,0.0402,145.725,4,0.256
667,Soundgarden,Ultramega OK,studio album,55,2017,0.0119,0.603,0.521,0.232,7,0.093,-14.031,1,0.0406,112.262,4,0.164
Mood for Trouble,Soundgarden,Ultramega OK,studio album,260,2017,0.0117,0.288,0.846,0.000251,4,0.111,-5.708,0,0.0408,140.122,4,0.2
Circle of Power,Soundgarden,Ultramega OK,studio album,124,2017,0.00289,0.293,0.976,1.02e-05,9,0.383,-4.073,0,0.131,138.104,5,0.466
He Didn't,Soundgarden,Ultramega OK,studio album,167,2017,0.0139,0.452,0.939,0.000547,9,0.355,-4.136,0,0.0502,140.437,3,0.776
Smokestack Lightning,Soundgarden,Ultramega OK,studio album,276,2017,0.000625,0.402,0.781,0.00662,2,0.0978,-5.873,1,0.03,74.422,4,0.589
Nazi Driver,Soundgarden,Ultramega OK,studio album,232,2017,0.000276,0.383,0.934,1.98e-05,4,0.136,-5.575,0,0.106,80.934,4,0.217
Head Injury,Soundgarden,Ultramega OK,studio album,140,2017,0.000931,0.515,0.874,0.679,8,0.103,-7.593,0,0.0768,117.446,4,0.659
Incessant Mace,Soundgarden,Ultramega OK,studio album,381,2017,3.84e-05,0.219,0.786,0.000114,11,0.117,-5.524,0,0.0413,97.096,3,0.144
One Minute of Silence,Soundgarden,Ultramega OK,studio album,62,2017,0.156,0.16,0.344,0.931,6,0.285,-43.205,1,0.0757,130.582,4,0.0042
Head Injury - Early Version,Soundgarden,Ultramega OK,studio album,179,2017,6.43e-05,0.433,0.97,0.888,8,0.148,-3.832,1,0.0618,102.796,4,0.534
Beyond the Wheel - Early Version,Soundgarden,Ultramega OK,studio album,295,2017,0.00824,0.436,0.876,0.0654,2,0.109,-5.041,1,0.0615,125.582,4,0.199
Incessant Mace (Short) - Early Version,Soundgarden,Ultramega OK,studio album,382,2017,0.000266,0.224,0.785,0.473,9,0.0789,-6.639,1,0.0348,96.181,4,0.312
He Didn't - Early Version,Soundgarden,Ultramega OK,studio album,174,2017,1.64e-05,0.215,0.984,0.0012,1,0.376,-5.22,0,0.0884,139.273,3,0.475
All Your Lies - Early Version,Soundgarden,Ultramega OK,studio album,224,2017,1.44e-05,0.271,0.961,0.174,4,0.256,-5.511,0,0.0826,92.671,4,0.389
Incessant Mace (Long) - Early Version,Soundgarden,Ultramega OK,studio album,469,2017,0.0546,0.204,0.861,0.871,9,0.0908,-6.708,1,0.0602,165.724,3,0.237
Rusty Cage,Soundgarden,Badmotorfinger,studio album,266,2016,1.65e-05,0.307,0.917,0.00044,9,0.0566,-7.599,1,0.0977,101.879,4,0.266
Outshined,Soundgarden,Badmotorfinger,studio album,311,2016,0.000173,0.485,0.841,0.00686,2,0.125,-6.068,0,0.0307,94.867,4,0.551
Slaves & Bulldozers,Soundgarden,Badmotorfinger,studio album,416,2016,3.86e-05,0.476,0.731,0.00213,0,0.305,-6.053,1,0.0336,130.981,4,0.215
Jesus Christ Pose,Soundgarden,Badmotorfinger,studio album,351,2016,6.66e-06,0.341,0.965,0.723,9,0.317,-5.976,1,0.107,134.328,4,0.273
Face Pollution,Soundgarden,Badmotorfinger,studio album,143,2016,5.07e-06,0.227,0.968,0.749,0,0.353,-5.483,1,0.133,117.771,4,0.485
Somewhere,Soundgarden,Badmotorfinger,studio album,261,2016,0.000458,0.158,0.915,0.0145,9,0.487,-6.066,1,0.124,178.307,4,0.388
Searching With My Good Eye Closed,Soundgarden,Badmotorfinger,studio album,391,2016,1.77e-05,0.307,0.777,0.514,9,0.25,-7.796,1,0.0577,125.602,4,0.0612
Room A Thousand Years Wide,Soundgarden,Badmotorfinger,studio album,246,2016,1.55e-05,0.497,0.966,0.246,10,0.231,-4.843,1,0.0516,112.042,3,0.541
Mind Riot,Soundgarden,Badmotorfinger,studio album,289,2016,6.24e-05,0.461,0.836,0.471,6,0.131,-6.571,0,0.0305,95.993,4,0.35
Drawing Flies,Soundgarden,Badmotorfinger,studio album,146,2016,5.79e-06,0.296,0.929,0.000198,9,0.247,-5.862,1,0.0906,105.312,4,0.716
Holy Water,Soundgarden,Badmotorfinger,studio album,307,2016,0.000119,0.372,0.87,0.0319,4,0.108,-5.6,0,0.0408,172.688,4,0.53
New Damage,Soundgarden,Badmotorfinger,studio album,340,2016,6.66e-05,0.323,0.918,0.0258,5,0.118,-5.679,1,0.0477,119.396,4,0.245
Rusty Cage - Studio Outtake,Soundgarden,Badmotorfinger,studio album,271,2016,7.04e-05,0.278,0.935,0.785,2,0.296,-6.928,1,0.0815,102.068,4,0.443
Outshined - Studio Outtake,Soundgarden,Badmotorfinger,studio album,313,2016,1.01e-05,0.462,0.799,0.738,0,0.193,-7.259,1,0.0275,95.691,4,0.704
Slaves & Bulldozers - Studio Outtake,Soundgarden,Badmotorfinger,studio album,426,2016,8.81e-06,0.429,0.794,0.914,0,0.368,-7.983,1,0.0323,136.106,4,0.465
Jesus Christ Pose - Studio Outtake,Soundgarden,Badmotorfinger,studio album,342,2016,3.31e-06,0.378,0.977,0.609,9,0.117,-7.177,1,0.0854,133.795,4,0.336
Face Pollution - Studio Outtake,Soundgarden,Badmotorfinger,studio album,146,2016,1.61e-06,0.27,0.94,0.904,0,0.333,-7.712,1,0.0707,115.153,4,0.653
Somewhere - Studio Outtake,Soundgarden,Badmotorfinger,studio album,262,2016,1.31e-05,0.232,0.875,0.386,9,0.322,-7.552,1,0.0428,89.576,4,0.465
Searching With My Good Eye Closed - Studio Outtake,Soundgarden,Badmotorfinger,studio album,421,2016,0.00046,0.289,0.824,0.751,9,0.0746,-7.633,1,0.0346,124.961,4,0.2
Room A Thousand Years Wide - Studio Outtake,Soundgarden,Badmotorfinger,studio album,247,2016,2.39e-06,0.482,0.943,0.748,2,0.1,-6.956,0,0.0497,111.897,3,0.211
Drawing Flies - Studio Outtake,Soundgarden,Badmotorfinger,studio album,156,2016,3.88e-06,0.373,0.914,0.478,9,0.547,-7.359,1,0.0655,142.07,3,0.574
Holy Water - Studio Outtake,Soundgarden,Badmotorfinger,studio album,331,2016,0.000119,0.342,0.939,0.822,4,0.309,-6.578,0,0.0619,172.207,4,0.333
Cold Bitch - Studio Outtake,Soundgarden,Badmotorfinger,studio album,323,2016,4.63e-06,0.399,0.864,0.237,9,0.19,-7.36,1,0.0401,77.34,1,0.295
She's A Politician - Studio Outtake,Soundgarden,Badmotorfinger,studio album,113,2016,2.95e-06,0.287,0.973,0.862,1,0.122,-7.749,0,0.0697,151.682,4,0.827
Black Rain (Black Days) - Studio Outtake,Soundgarden,Badmotorfinger,studio album,298,2016,1.74e-05,0.16,0.867,0.92,7,0.117,-6.353,0,0.0518,87.894,4,0.393
Birth Ritual - Studio Outtake,Soundgarden,Badmotorfinger,studio album,330,2016,1.23e-05,0.501,0.966,0.897,7,0.147,-6.773,1,0.0679,130.492,1,0.416
Blind Dogs - Studio Outtake,Soundgarden,Badmotorfinger,studio album,440,2016,2.3e-05,0.286,0.697,0.504,7,0.098,-7.38,1,0.034,137.832,3,0.312
Hunted Down,Soundgarden,Screaming Life/Fopp,studio album,162,2013,0.000294,0.374,0.92,0.762,1,0.241,-8.228,1,0.116,165.379,4,0.484
Entering,Soundgarden,Screaming Life/Fopp,studio album,273,2013,0.0114,0.277,0.793,0.949,9,0.179,-7.263,1,0.0947,149.124,4,0.342
Tears to Forget,Soundgarden,Screaming Life/Fopp,studio album,121,2013,0.0137,0.307,0.953,0.904,5,0.237,-7.655,0,0.0775,101.011,4,0.546
Nothing to Say,Soundgarden,Screaming Life/Fopp,studio album,237,2013,0.00139,0.199,0.786,0.815,2,0.227,-7.495,1,0.0508,113.772,4,0.462
Little Joe,Soundgarden,Screaming Life/Fopp,studio album,269,2013,0.00279,0.6,0.631,0.695,2,0.0782,-9.704,1,0.0575,96.277,4,0.891
Hand of God,Soundgarden,Screaming Life/Fopp,studio album,266,2013,0.0139,0.391,0.933,0.238,11,0.374,-6.867,0,0.0871,169.414,3,0.714
Sub Pop Rock City,Soundgarden,Screaming Life/Fopp,studio album,195,2013,0.000335,0.377,0.88,0.0116,2,0.117,-8.321,1,0.102,156.294,4,0.244
Fopp,Soundgarden,Screaming Life/Fopp,studio album,217,2013,0.00449,0.493,0.817,0.00622,0,0.171,-7.901,1,0.0748,187.971,4,0.895
Fopp (Fucked Up Heavy Dub Mix),Soundgarden,Screaming Life/Fopp,studio album,388,2013,0.00194,0.508,0.907,0.13,5,0.0786,-7.727,1,0.0889,188.095,4,0.707
Kingdom of Come,Soundgarden,Screaming Life/Fopp,studio album,156,2013,0.000769,0.267,0.88,0.086,9,0.215,-8.319,1,0.0796,163.047,4,0.63
Swallow My Pride,Soundgarden,Screaming Life/Fopp,studio album,140,2013,0.000263,0.405,0.868,0.715,4,0.353,-8.923,1,0.0633,133.005,4,0.739
Been Away Too Long,Soundgarden,King Animal,studio album,216,2012,5.49e-05,0.475,0.971,0.0124,9,0.367,-3.541,1,0.102,152.868,4,0.641
Non-State Actor,Soundgarden,King Animal,studio album,237,2012,2.98e-05,0.526,0.924,0.001,9,0.0294,-3.832,1,0.0517,90.027,4,0.856
By Crooked Steps,Soundgarden,King Animal,studio album,240,2012,0.00103,0.58,0.858,0.00134,7,0.192,-4.577,1,0.0422,120.91,5,0.533
A Thousand Days Before,Soundgarden,King Animal,studio album,263,2012,8.15e-05,0.416,0.905,0.00862,5,0.0761,-5.291,1,0.0575,114.742,4,0.158
Blood On The Valley Floor,Soundgarden,King Animal,studio album,228,2012,0.00129,0.473,0.838,0.00253,5,0.101,-4.153,1,0.0373,137.967,4,0.707
Bones Of Birds,Soundgarden,King Animal,studio album,262,2012,0.00557,0.555,0.724,0.00234,7,0.101,-5.561,1,0.0305,126.092,1,0.184
Taree,Soundgarden,King Animal,studio album,218,2012,9.23e-05,0.549,0.839,0.113,5,0.189,-4.444,1,0.0296,112.054,4,0.482
Attrition,Soundgarden,King Animal,studio album,172,2012,0.000109,0.395,0.948,0.000365,9,0.342,-4.959,0,0.0681,75.625,4,0.292
Black Saturday,Soundgarden,King Animal,studio album,209,2012,0.00433,0.527,0.73,0.00019,9,0.101,-5.519,1,0.0359,156.139,4,0.485
Halfway There,Soundgarden,King Animal,studio album,196,2012,0.00959,0.596,0.886,7.51e-05,0,0.118,-4.718,1,0.0302,104.923,4,0.198
Worse Dreams,Soundgarden,King Animal,studio album,293,2012,0.000192,0.535,0.834,0.012,9,0.47,-4.834,1,0.0446,142.007,3,0.393
Eyelid's Mouth,Soundgarden,King Animal,studio album,279,2012,0.00404,0.268,0.657,0.0516,6,0.0731,-4.387,1,0.0366,182.684,4,0.403
Rowing,Soundgarden,King Animal,studio album,306,2012,0.071,0.524,0.629,2.78e-05,9,0.113,-8.047,0,0.0409,115.958,4,0.502
Worse Dreams - Demo,Soundgarden,King Animal,studio album,200,2012,0.00013,0.665,0.495,0.511,9,0.0888,-5.968,1,0.0438,141.967,3,0.269
Black Saturday - Demo,Soundgarden,King Animal,studio album,196,2012,0.0124,0.506,0.726,3.08e-06,5,0.119,-4.794,1,0.0295,154.201,4,0.426
By Crooked Steps - Demo,Soundgarden,King Animal,studio album,262,2012,0.0558,0.446,0.702,0.353,2,0.0704,-7.061,1,0.0419,118.359,5,0.303
Pretty Noose,Soundgarden,Down On The Upside,studio album,251,1996,1.79e-05,0.389,0.925,0.244,0,0.222,-7.97,1,0.0643,150.893,4,0.317
Rhinosaur,Soundgarden,Down On The Upside,studio album,194,1996,0.000471,0.406,0.775,0.00765,5,0.243,-8.791,0,0.0368,165.085,4,0.731
Zero Chance,Soundgarden,Down On The Upside,studio album,258,1996,0.00359,0.457,0.569,5.06e-06,7,0.0746,-9.87,1,0.0266,137.28,4,0.219
Dusty,Soundgarden,Down On The Upside,studio album,274,1996,0.00341,0.376,0.862,0.00552,0,0.0948,-9.347,1,0.0352,160.104,4,0.733
Ty Cobb,Soundgarden,Down On The Upside,studio album,185,1996,0.00117,0.475,0.989,0.426,0,0.0815,-9.261,1,0.0695,135.045,4,0.191
Blow Up The Outside World,Soundgarden,Down On The Upside,studio album,345,1996,0.000807,0.33,0.529,0.214,9,0.126,-10.043,1,0.0358,140.156,4,0.148
Burden In My Hand,Soundgarden,Down On The Upside,studio album,290,1996,0.00534,0.319,0.803,0.0126,10,0.177,-8.928,1,0.0394,183.031,4,0.589
Never Named,Soundgarden,Down On The Upside,studio album,147,1996,0.00526,0.305,0.894,1.33e-05,5,0.366,-8.4,0,0.0434,165.843,4,0.785
Applebite,Soundgarden,Down On The Upside,studio album,309,1996,0.0144,0.565,0.412,0.684,7,0.1,-12.604,1,0.0324,126.305,4,0.396
Never The Machine Forever,Soundgarden,Down On The Upside,studio album,216,1996,7.16e-05,0.481,0.96,0.926,5,0.121,-8.497,0,0.0827,123.163,4,0.285
Tighter & Tighter,Soundgarden,Down On The Upside,studio album,366,1996,0.000402,0.26,0.725,0.0429,4,0.0626,-9.87,0,0.0397,141.518,4,0.492
No Attention,Soundgarden,Down On The Upside,studio album,266,1996,0.000461,0.254,0.959,1.86e-05,2,0.378,-8.411,1,0.0785,100.942,4,0.424
Switch Opens,Soundgarden,Down On The Upside,studio album,232,1996,0.0156,0.373,0.607,0.0105,2,0.104,-9.57,1,0.0302,108.867,3,0.494
Overfloater,Soundgarden,Down On The Upside,studio album,308,1996,0.0012,0.359,0.619,0.0187,0,0.0854,-9.979,1,0.0286,113.92,4,0.568
An Unkind,Soundgarden,Down On The Upside,studio album,128,1996,0.000752,0.283,0.963,0.334,11,0.434,-8.417,0,0.14,139.814,4,0.264
Boot Camp,Soundgarden,Down On The Upside,studio album,179,1996,0.00921,0.511,0.493,0.154,7,0.108,-12.385,1,0.034,128.915,4,0.0403
Let Me Drown,Soundgarden,Superunknown,studio album,232,1994,4.53e-05,0.148,0.947,0.00187,0,0.0872,-4.839,1,0.0958,187.413,4,0.566
My Wave,Soundgarden,Superunknown,studio album,312,1994,0.000132,0.509,0.95,0.00302,9,0.0937,-4.535,0,0.061,126.591,5,0.705
Fell On Black Days,Soundgarden,Superunknown,studio album,283,1994,0.00152,0.574,0.739,0.000328,4,0.141,-5.745,0,0.0271,101.069,3,0.514
Mailman,Soundgarden,Superunknown,studio album,266,1994,0.000425,0.443,0.682,7.47e-05,5,0.0833,-5.99,1,0.0313,96.211,4,0.429
Superunknown,Soundgarden,Superunknown,studio album,306,1994,5.85e-05,0.291,0.949,0.233,0,0.856,-3.619,1,0.0574,133.93,4,0.296
Head Down,Soundgarden,Superunknown,studio album,369,1994,0.000135,0.413,0.825,0.252,5,0.108,-6.347,0,0.0346,83.185,4,0.565
Black Hole Sun,Soundgarden,Superunknown,studio album,318,1994,0.000217,0.35,0.828,0.000161,6,0.0774,-5.373,1,0.041,105.435,4,0.147
Spoonman,Soundgarden,Superunknown,studio album,246,1994,2.17e-05,0.457,0.902,0.196,7,0.258,-5.624,1,0.0313,92.711,4,0.834
Limo Wreck,Soundgarden,Superunknown,studio album,347,1994,0.000429,0.352,0.808,0.000634,7,0.0996,-4.907,1,0.0345,137.875,3,0.236
The Day I Tried To Live,Soundgarden,Superunknown,studio album,320,1994,0.000164,0.472,0.752,0.181,0,0.0903,-6.051,1,0.0555,133.248,4,0.305
Kickstand,Soundgarden,Superunknown,studio album,94,1994,7.47e-06,0.407,0.941,0.0169,9,0.343,-4.801,0,0.0409,91.662,4,0.655
Fresh Tendrils,Soundgarden,Superunknown,studio album,256,1994,2.32e-05,0.31,0.897,0.000879,0,0.13,-5.155,0,0.0498,175.944,4,0.44
4th Of July,Soundgarden,Superunknown,studio album,308,1994,0.118,0.355,0.754,0.000936,5,0.175,-5.692,0,0.0378,142.203,4,0.201
Half,Soundgarden,Superunknown,studio album,134,1994,0.164,0.305,0.71,0.855,6,0.112,-8.296,1,0.0346,88.055,4,0.293
Like Suicide,Soundgarden,Superunknown,studio album,423,1994,8.77e-06,0.416,0.566,0.373,7,0.182,-6.342,1,0.0266,95.455,4,0.232
Ugly Truth,Soundgarden,Louder Than Love,studio album,326,1989,0.0102,0.387,0.573,0.0336,4,0.0528,-11.834,0,0.0403,129.98,3,0.465
Hands All Over,Soundgarden,Louder Than Love,studio album,360,1989,0.00828,0.188,0.928,0.527,7,0.085,-10.003,1,0.0694,181.249,4,0.224
Gun,Soundgarden,Louder Than Love,studio album,282,1989,0.00239,0.361,0.903,0.38,9,0.0752,-11.478,1,0.0667,133.58,4,0.187
Power Trip,Soundgarden,Louder Than Love,studio album,249,1989,0.288,0.216,0.754,0.000179,9,0.0947,-10.199,0,0.0545,174.268,3,0.329
Get On The Snake,Soundgarden,Louder Than Love,studio album,223,1989,0.00423,0.361,0.882,0.0158,9,0.228,-10.568,1,0.0618,127.332,4,0.36
Full On Kevin's Mom,Soundgarden,Louder Than Love,studio album,217,1989,0.0167,0.239,0.955,0.0816,9,0.112,-9.274,1,0.0608,136.502,4,0.164
Loud Love,Soundgarden,Louder Than Love,studio album,297,1989,0.006,0.34,0.797,0.0763,2,0.0781,-10.745,1,0.0535,135.407,4,0.19
I Awake,Soundgarden,Louder Than Love,studio album,261,1989,0.311,0.568,0.626,0.148,4,0.106,-12.019,0,0.0391,124.531,3,0.208
No Wrong No Right,Soundgarden,Louder Than Love,studio album,287,1989,0.0323,0.304,0.718,3.4e-05,7,0.12,-10.645,0,0.0447,134.31,4,0.363
Uncovered,Soundgarden,Louder Than Love,studio album,270,1989,0.248,0.379,0.82,0.000869,9,0.147,-11.449,0,0.0458,151.157,3,0.187
Big Dumb Sex,Soundgarden,Louder Than Love,studio album,251,1989,0.00551,0.267,0.848,0.000491,6,0.494,-9.546,0,0.0584,175.458,4,0.483
Full On,Soundgarden,Louder Than Love,studio album,162,1989,0.123,0.27,0.638,0.0518,9,0.359,-11.742,1,0.0506,132.472,4,0.304
